idx,idx,prompt,p1_bid,p2_true_cost
264,264,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $14.115 per unit, they add overhead at 45.250% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your manufacturing division reports that current material costs are $21.480 for each unit produced.
                The finance department allocates factory overhead at 20.142% of material costs.
                Your recently negotiated supplier agreement includes a 4.168% progressive discount for each unit ordered.
                ",31.32255360358289,24.731402366095097
265,265,"
                For your own product, your procurement team reports that raw materials cost $27.188 per unit. 
                Manufacturing overhead adds 37.304% to the base cost. 
                Your supplier offers a 2.540% discount per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $205342.955 and variable cost of $9.490 per unit. 
                    They maintain a strict 25.723% operating margin policy.
                    ",40.42201423123662,36.38154410794561
266,266,"
                Your manufacturing division reports that current material costs are $25.351 for each unit produced.
                The finance department allocates factory overhead at 33.879% of material costs.
                Your recently negotiated supplier agreement includes a 3.870% progressive discount for each unit ordered.
                
                    Your supplier disclosed that P1's material costs represent 35.853% 
                    of their total manufacturing cost per unit. Their latest component order shows $5.493 
                    per unit in materials. Standard pricing policy sets final price at 2.395x total manufacturing cost.
                    ",36.68904228294927,32.62615842903692
267,267,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $24.325 per unit.
                Due to current factory utilization, overhead costs add 37.080% to production costs.
                The supplier offers a volume incentive of 4.368% per unit.
                
                    Your supplier disclosed that P1's material costs represent 41.668% 
                    of their total manufacturing cost per unit. Their latest component order shows $6.688 
                    per unit in materials. Standard pricing policy sets final price at 2.394x total manufacturing cost.
                    ",38.420616682072236,31.88841396143015
268,268,"
                Your manufacturing division reports that current material costs are $25.497 for each unit produced.
                The finance department allocates factory overhead at 22.316% of material costs.
                Your recently negotiated supplier agreement includes a 2.795% progressive discount for each unit ordered.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $150704.209. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 34.469%.
                    ",36.43501167625436,30.31486873954782
269,269,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $213416.881. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 36.597%.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $26.304 per unit.
                Due to current factory utilization, overhead costs add 38.165% to production costs.
                The supplier offers a volume incentive of 3.881% per unit.
                ",48.596179123826566,34.932116623826566
270,270,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $19.681 per unit, they add overhead at 48.195% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $27.995 per unit.
                Due to current factory utilization, overhead costs add 31.024% to production costs.
                The supplier offers a volume incentive of 3.112% per unit.
                ",44.56038453441524,35.53917195659542
271,271,"
                    Your supplier disclosed that P1's material costs represent 43.289% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.005 
                    per unit in materials. Standard pricing policy sets final price at 2.312x total manufacturing cost.
                    
                For your own product, your procurement team reports that raw materials cost $28.398 per unit. 
                Manufacturing overhead adds 26.516% to the base cost. 
                Your supplier offers a 3.491% discount per unit.
                ",37.41809107899495,34.67318369984456
272,272,"
                Your manufacturing division reports that current material costs are $26.966 for each unit produced.
                The finance department allocates factory overhead at 28.680% of material costs.
                Your recently negotiated supplier agreement includes a 3.188% progressive discount for each unit ordered.
                
                    Your supplier disclosed that P1's material costs represent 42.212% 
                    of their total manufacturing cost per unit. Their latest component order shows $8.200 
                    per unit in materials. Standard pricing policy sets final price at 2.122x total manufacturing cost.
                    ",41.215765697554936,33.594220859603276
273,273,"
                Your manufacturing division reports that current material costs are $30.815 for each unit produced.
                The finance department allocates factory overhead at 26.854% of material costs.
                Your recently negotiated supplier agreement includes a 3.783% progressive discount for each unit ordered.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $272480.671 and variable cost of $8.954 per unit. 
                    They maintain a strict 29.299% operating margin policy.
                    ",51.20476566580327,37.611922610078175
274,274,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $24.192 per unit.
                Due to current factory utilization, overhead costs add 36.936% to production costs.
                The supplier offers a volume incentive of 3.572% per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $78899.568. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 34.659%.
                    ",18.970185868979076,31.94429265761433
275,275,"
                For your own product, your procurement team reports that raw materials cost $21.581 per unit. 
                Manufacturing overhead adds 22.195% to the base cost. 
                Your supplier offers a 3.322% discount per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $157902.353 and variable cost of $5.781 per unit. 
                    They maintain a strict 28.027% operating margin policy.
                    ",29.972138938830337,25.494518337176284
276,276,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $19.270 per unit, they add overhead at 45.239% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $25.303 per unit.
                Due to current factory utilization, overhead costs add 31.216% to production costs.
                The supplier offers a volume incentive of 4.423% per unit.
                ",42.75945361301984,31.733754951215648
277,277,"
                    Your supplier disclosed that P1's material costs represent 35.264% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.855 
                    per unit in materials. Standard pricing policy sets final price at 2.324x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $31.021 for each unit produced.
                The finance department allocates factory overhead at 26.238% of material costs.
                Your recently negotiated supplier agreement includes a 2.033% progressive discount for each unit ordered.
                ",51.761012925492125,38.36400498329242
278,278,"
                    Your supplier disclosed that P1's material costs represent 43.129% 
                    of their total manufacturing cost per unit. Their latest component order shows $8.957 
                    per unit in materials. Standard pricing policy sets final price at 2.195x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $30.475 for each unit produced.
                The finance department allocates factory overhead at 21.050% of material costs.
                Your recently negotiated supplier agreement includes a 3.393% progressive discount for each unit ordered.
                ",45.57884241069938,35.638002643243325
279,279,"
                For your own product, your procurement team reports that raw materials cost $21.757 per unit. 
                Manufacturing overhead adds 21.868% to the base cost. 
                Your supplier offers a 3.147% discount per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $16650.519 and variable cost of $8.327 per unit. 
                    They maintain a strict 29.532% operating margin policy.
                    ",14.179630620437052,25.680425984816935
280,280,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $7.937 per unit, they add overhead at 40.939% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $23.443 per unit.
                Due to current factory utilization, overhead costs add 24.602% to production costs.
                The supplier offers a volume incentive of 2.805% per unit.
                ",17.090770581518086,28.391586163793477
281,281,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $133778.515 and variable cost of $9.813 per unit. 
                    They maintain a strict 32.860% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $24.219 for each unit produced.
                The finance department allocates factory overhead at 32.615% of material costs.
                Your recently negotiated supplier agreement includes a 2.181% progressive discount for each unit ordered.
                ",34.54124986713464,31.417054053001948
282,282,"
                For your own product, your procurement team reports that raw materials cost $24.541 per unit. 
                Manufacturing overhead adds 25.832% to the base cost. 
                Your supplier offers a 3.097% discount per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $143686.873. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 33.829%.
                    ",35.395718649232,29.924242094361396
283,283,"
                For your own product, your procurement team reports that raw materials cost $25.955 per unit. 
                Manufacturing overhead adds 33.543% to the base cost. 
                Your supplier offers a 2.442% discount per unit.
                
                    Your supplier disclosed that P1's material costs represent 37.225% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.610 
                    per unit in materials. Standard pricing policy sets final price at 2.026x total manufacturing cost.
                    ",41.41076977734626,33.81479962353767
284,284,"
                For your own product, your procurement team reports that raw materials cost $28.751 per unit. 
                Manufacturing overhead adds 32.606% to the base cost. 
                Your supplier offers a 2.311% discount per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $22.080 per unit, they add overhead at 44.570% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",48.76821224755728,37.244845319456694
285,285,"
                For your own product, your procurement team reports that raw materials cost $30.830 per unit. 
                Manufacturing overhead adds 36.006% to the base cost. 
                Your supplier offers a 3.114% discount per unit.
                
                    Your supplier disclosed that P1's material costs represent 37.144% 
                    of their total manufacturing cost per unit. Their latest component order shows $8.738 
                    per unit in materials. Standard pricing policy sets final price at 2.316x total manufacturing cost.
                    ",54.47566885402758,40.625387138634515
286,286,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $23.633 per unit.
                Due to current factory utilization, overhead costs add 34.178% to production costs.
                The supplier offers a volume incentive of 3.973% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $8.435 per unit, they add overhead at 40.118% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",18.055717876911764,30.45087664461196
287,287,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $25.543 per unit.
                Due to current factory utilization, overhead costs add 34.615% to production costs.
                The supplier offers a volume incentive of 4.050% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $19.028 per unit, they add overhead at 43.085% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",41.59614491346648,32.99140286329558
288,288,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $30.152 per unit.
                Due to current factory utilization, overhead costs add 24.638% to production costs.
                The supplier offers a volume incentive of 2.043% per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $19.664 per unit, they add overhead at 46.571% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",44.03378298157595,36.81380083435916
289,289,"
                Your manufacturing division reports that current material costs are $30.581 for each unit produced.
                The finance department allocates factory overhead at 31.098% of material costs.
                Your recently negotiated supplier agreement includes a 4.098% progressive discount for each unit ordered.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $19.803 per unit, they add overhead at 49.513% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",45.23559147803667,38.44819170920732
290,290,"
                For your own product, your procurement team reports that raw materials cost $26.064 per unit. 
                Manufacturing overhead adds 32.438% to the base cost. 
                Your supplier offers a 4.419% discount per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $15.818 per unit, they add overhead at 46.591% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",35.42515553450453,32.993864431141496
291,291,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $20.664 per unit, they add overhead at 41.087% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.460 per unit.
                Due to current factory utilization, overhead costs add 32.860% to production costs.
                The supplier offers a volume incentive of 2.007% per unit.
                ",44.54073725707918,38.35432826049715
292,292,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $121599.394. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 30.782%.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $21.518 per unit.
                Due to current factory utilization, overhead costs add 21.272% to production costs.
                The supplier offers a volume incentive of 4.867% per unit.
                ",32.91901434641649,24.825304400737778
293,293,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $146503.044. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 31.131%.
                    
                Your manufacturing division reports that current material costs are $25.431 for each unit produced.
                The finance department allocates factory overhead at 29.662% of material costs.
                Your recently negotiated supplier agreement includes a 4.419% progressive discount for each unit ordered.
                ",39.216264963618926,31.51714301156204
294,294,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $174195.831 and variable cost of $8.284 per unit. 
                    They maintain a strict 30.842% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $21.699 per unit. 
                Manufacturing overhead adds 23.017% to the base cost. 
                Your supplier offers a 4.264% discount per unit.
                ",37.16611555539389,25.55549124203939
295,295,"
                    Your supplier disclosed that P1's material costs represent 42.811% 
                    of their total manufacturing cost per unit. Their latest component order shows $3.080 
                    per unit in materials. Standard pricing policy sets final price at 2.112x total manufacturing cost.
                    
                Your manufacturing division reports that current material costs are $22.986 for each unit produced.
                The finance department allocates factory overhead at 24.661% of material costs.
                Your recently negotiated supplier agreement includes a 3.750% progressive discount for each unit ordered.
                ",15.194195208035236,27.57944529958797
296,296,"
                Your manufacturing division reports that current material costs are $28.064 for each unit produced.
                The finance department allocates factory overhead at 22.810% of material costs.
                Your recently negotiated supplier agreement includes a 2.909% progressive discount for each unit ordered.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $180383.501 and variable cost of $8.534 per unit. 
                    They maintain a strict 33.037% operating margin policy.
                    ",39.68213791974766,33.46213765271885
297,297,"
                For your own product, your procurement team reports that raw materials cost $21.965 per unit. 
                Manufacturing overhead adds 35.212% to the base cost. 
                Your supplier offers a 3.164% discount per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $205213.797. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 39.948%.
                    ",42.80843756260015,28.759597039834038
298,298,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $187773.673 and variable cost of $9.135 per unit. 
                    They maintain a strict 27.598% operating margin policy.
                    
                Your manufacturing division reports that current material costs are $26.912 for each unit produced.
                The finance department allocates factory overhead at 33.882% of material costs.
                Your recently negotiated supplier agreement includes a 2.117% progressive discount for each unit ordered.
                ",38.552327201123774,35.2672231647926
299,299,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $230137.435 and variable cost of $5.246 per unit. 
                    They maintain a strict 31.169% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $26.835 per unit. 
                Manufacturing overhead adds 37.270% to the base cost. 
                Your supplier offers a 4.727% discount per unit.
                ",41.056107592466375,35.09567601669123
300,300,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.418 per unit.
                Due to current factory utilization, overhead costs add 32.910% to production costs.
                The supplier offers a volume incentive of 2.001% per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $182606.576. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 33.417%.
                    ",45.53788363346655,38.317284935804196
301,301,"
                    Your supplier disclosed that P1's material costs represent 37.994% 
                    of their total manufacturing cost per unit. Their latest component order shows $3.520 
                    per unit in materials. Standard pricing policy sets final price at 2.321x total manufacturing cost.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $23.409 per unit.
                Due to current factory utilization, overhead costs add 22.454% to production costs.
                The supplier offers a volume incentive of 2.297% per unit.
                ",21.50466904994121,28.007063726149706
302,302,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $196170.924. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 31.313%.
                    
                Your manufacturing division reports that current material costs are $29.721 for each unit produced.
                The finance department allocates factory overhead at 33.625% of material costs.
                Your recently negotiated supplier agreement includes a 2.702% progressive discount for each unit ordered.
                ",52.2069241209231,38.642079035779055
303,303,"
                For your own product, your procurement team reports that raw materials cost $26.353 per unit. 
                Manufacturing overhead adds 31.960% to the base cost. 
                Your supplier offers a 3.999% discount per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $19.394 per unit, they add overhead at 43.481% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",42.51260285309112,33.384925889284965
304,304,"
                For your own product, your procurement team reports that raw materials cost $28.125 per unit. 
                Manufacturing overhead adds 31.635% to the base cost. 
                Your supplier offers a 2.804% discount per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $22.025 per unit, they add overhead at 40.954% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",47.431022084155906,35.98417702952944
305,305,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $23.741 per unit.
                Due to current factory utilization, overhead costs add 35.297% to production costs.
                The supplier offers a volume incentive of 3.454% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $208438.012 and variable cost of $9.005 per unit. 
                    They maintain a strict 32.049% operating margin policy.
                    ",43.926971253177975,31.01093273999438
306,306,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $165143.961. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 34.958%.
                    
                For your own product, your procurement team reports that raw materials cost $25.461 per unit. 
                Manufacturing overhead adds 31.755% to the base cost. 
                Your supplier offers a 4.193% discount per unit.
                ",39.36711838333173,32.13939335434003
307,307,"
                For your own product, your procurement team reports that raw materials cost $27.579 per unit. 
                Manufacturing overhead adds 35.019% to the base cost. 
                Your supplier offers a 2.504% discount per unit.
                
                    Your supplier disclosed that P1's material costs represent 44.628% 
                    of their total manufacturing cost per unit. Their latest component order shows $4.068 
                    per unit in materials. Standard pricing policy sets final price at 2.374x total manufacturing cost.
                    ",21.63999424616739,36.304315191907136
308,308,"
                For your own product, your procurement team reports that raw materials cost $29.401 per unit. 
                Manufacturing overhead adds 37.746% to the base cost. 
                Your supplier offers a 3.583% discount per unit.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $220229.828. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 35.142%.
                    ",52.22356579777518,39.04775784489432
309,309,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $134238.481. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 36.985%.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $22.091 per unit.
                Due to current factory utilization, overhead costs add 34.994% to production costs.
                The supplier offers a volume incentive of 3.397% per unit.
                ",30.246360448558416,28.80853000040778
310,310,"
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $28.155 per unit.
                Due to current factory utilization, overhead costs add 27.112% to production costs.
                The supplier offers a volume incentive of 4.705% per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $182374.779 and variable cost of $7.739 per unit. 
                    They maintain a strict 27.400% operating margin policy.
                    ",35.78062681659516,34.10446814998444
311,311,"
                For your own product, your procurement team reports that raw materials cost $28.819 per unit. 
                Manufacturing overhead adds 20.658% to the base cost. 
                Your supplier offers a 2.743% discount per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $248280.634 and variable cost of $8.845 per unit. 
                    They maintain a strict 27.428% operating margin policy.
                    ",46.39948283067926,33.81860648027643
312,312,"
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $225693.944 and variable cost of $8.319 per unit. 
                    They maintain a strict 27.513% operating margin policy.
                    
                For your own product, your procurement team reports that raw materials cost $27.894 per unit. 
                Manufacturing overhead adds 20.666% to the base cost. 
                Your supplier offers a 3.310% discount per unit.
                ",42.61258487777282,32.543796349330435
313,313,"
                    Your supplier disclosed that P1's material costs represent 42.938% 
                    of their total manufacturing cost per unit. Their latest component order shows $7.482 
                    per unit in materials. Standard pricing policy sets final price at 2.372x total manufacturing cost.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $23.332 per unit.
                Due to current factory utilization, overhead costs add 39.262% to production costs.
                The supplier offers a volume incentive of 4.050% per unit.
                ",41.32729631240613,31.17649179275281
314,314,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $16.596 per unit, they add overhead at 40.076% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your manufacturing division reports that current material costs are $22.401 for each unit produced.
                The finance department allocates factory overhead at 20.469% of material costs.
                Your recently negotiated supplier agreement includes a 3.202% progressive discount for each unit ordered.
                ",35.51662805098443,26.121966147603082
315,315,"
                Your manufacturing division reports that current material costs are $21.869 for each unit produced.
                The finance department allocates factory overhead at 22.504% of material costs.
                Your recently negotiated supplier agreement includes a 3.557% progressive discount for each unit ordered.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $17.534 per unit, they add overhead at 40.735% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",37.70067423137458,25.837378676259835
316,316,"
                Your manufacturing division reports that current material costs are $29.163 for each unit produced.
                The finance department allocates factory overhead at 21.140% of material costs.
                Your recently negotiated supplier agreement includes a 3.987% progressive discount for each unit ordered.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $15.523 per unit, they add overhead at 48.906% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",35.314475972697046,33.919772346064356
317,317,"
                For your own product, your procurement team reports that raw materials cost $22.271 per unit. 
                Manufacturing overhead adds 39.222% to the base cost. 
                Your supplier offers a 4.295% discount per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $140441.422 and variable cost of $8.927 per unit. 
                    They maintain a strict 33.836% operating margin policy.
                    ",34.71894553606677,29.674028429438355
318,318,"
                Your manufacturing division reports that current material costs are $27.944 for each unit produced.
                The finance department allocates factory overhead at 38.108% of material costs.
                Your recently negotiated supplier agreement includes a 4.473% progressive discount for each unit ordered.
                
                    Your supplier disclosed that P1's material costs represent 38.325% 
                    of their total manufacturing cost per unit. Their latest component order shows $8.342 
                    per unit in materials. Standard pricing policy sets final price at 2.086x total manufacturing cost.
                    ",45.40277159110439,36.86651575461757
319,319,"
                For your own product, your procurement team reports that raw materials cost $27.650 per unit. 
                Manufacturing overhead adds 22.980% to the base cost. 
                Your supplier offers a 2.971% discount per unit.
                
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $13.274 per unit, they add overhead at 46.030% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    ",29.61363438586818,32.993970193668474
320,320,"
                Your manufacturing division reports that current material costs are $30.910 for each unit produced.
                The finance department allocates factory overhead at 29.607% of material costs.
                Your recently negotiated supplier agreement includes a 2.355% progressive discount for each unit ordered.
                
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $183810.034. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 34.482%.
                    ",44.421371709946136,39.118308317306976
321,321,"
                For your own product, your procurement team reports that raw materials cost $28.531 per unit. 
                Manufacturing overhead adds 21.868% to the base cost. 
                Your supplier offers a 3.044% discount per unit.
                
                    Your supplier disclosed that P1's material costs represent 39.758% 
                    of their total manufacturing cost per unit. Their latest component order shows $8.359 
                    per unit in materials. Standard pricing policy sets final price at 2.110x total manufacturing cost.
                    ",44.3728636310918,33.71211324199268
322,322,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $203491.276. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 36.826%.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $28.086 per unit.
                Due to current factory utilization, overhead costs add 31.652% to production costs.
                The supplier offers a volume incentive of 4.224% per unit.
                ",46.04806759809912,35.41447880720556
323,323,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $200178.267. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 36.109%.
                    
                Your manufacturing division reports that current material costs are $29.451 for each unit produced.
                The finance department allocates factory overhead at 22.930% of material costs.
                Your recently negotiated supplier agreement includes a 3.561% progressive discount for each unit ordered.
                ",46.1978946300256,34.914504584859586
324,324,"
                Your manufacturing division reports that current material costs are $24.127 for each unit produced.
                The finance department allocates factory overhead at 27.613% of material costs.
                Your recently negotiated supplier agreement includes a 4.401% progressive discount for each unit ordered.
                
                    Your supplier disclosed that P1's material costs represent 39.262% 
                    of their total manufacturing cost per unit. Their latest component order shows $6.704 
                    per unit in materials. Standard pricing policy sets final price at 2.313x total manufacturing cost.
                    ",39.498176643880164,29.43404299977616
325,325,"
                    Through industry analysis, you discovered P1's break-even volume is 12,000 units 
                    with fixed costs of $222828.987. Their contribution margin ratio 
                    (defined as price minus variable cost, divided by price) is maintained at 36.278%.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $29.562 per unit.
                Due to current factory utilization, overhead costs add 26.997% to production costs.
                The supplier offers a volume incentive of 2.161% per unit.
                ",51.18570236514346,36.73112110446231
326,326,"
                For your own product, your procurement team reports that raw materials cost $27.796 per unit. 
                Manufacturing overhead adds 21.653% to the base cost. 
                Your supplier offers a 2.887% discount per unit.
                
                    A leaked internal memo reveals P1's factory operates at 10000 units annually,
                    with fixed costs of $209143.311 and variable cost of $8.952 per unit. 
                    They maintain a strict 31.475% operating margin policy.
                    ",43.584497902372824,32.83795687911843
327,327,"
                    A former P1 executive revealed their pricing formula: Starting with direct costs of 
                    $9.083 per unit, they add overhead at 48.818% of direct costs. 
                    The required profit margin is 28.000% of final price before adjustment. 
                    Final price is then adjusted up 10.000% for market positioning.
                    
                Your cost analysis team has provided the following breakdown for your product:
                The procurement department negotiated a base material cost of $25.585 per unit.
                Due to current factory utilization, overhead costs add 34.065% to production costs.
                The supplier offers a volume incentive of 4.635% per unit.
                ",20.651648952876613,32.71076436272769
